---
division: d1
gender: W
matches: 1546
version: 2
---
dateET	timeET	rank	team	at	oppRank	opponent	outcome	score	location	conference	gender	division	teamId	opponentId	dualId	date
2022-03-26	11:00am	  	MEM  	at	  	UAB  	 	   	A	 	W	d1     				2022-03-26T15:00:00.000Z
2022-03-26	11:00am	  	UTEP 	vs	  	UTRGV	 	   	N	 	W	d1     				2022-03-26T15:00:00.000Z
2022-03-26	12:00pm	  	RICE 	at	  	AZST 	 	   	A	 	W	d1     				2022-03-26T16:00:00.000Z
2022-03-26	12:30pm	  	ORU  	at	  	OMAHA	 	   	A	C	W	d1     				2022-03-26T16:30:00.000Z
2022-03-26	 1:00pm	  	BU   	at	  	URI  	 	   	A	 	W	d1     				2022-03-26T17:00:00.000Z
2022-03-26	 1:00pm	  	CSU  	vs	  	SJSU 	 	   	N	C	W	d1     				2022-03-26T17:00:00.000Z
2022-03-26	 1:00pm	  	RICH 	at	  	GW   	 	   	A	C	W	d1     				2022-03-26T17:00:00.000Z
2022-03-26	 1:00pm	  	NEB  	at	  	PUR  	 	   	A	C	W	d1     				2022-03-26T17:00:00.000Z
2022-03-26	 2:00pm	  	UTAH 	at	  	CSUF 	 	   	A	 	W	d1     				2022-03-26T18:00:00.000Z
2022-03-26	 2:00pm	  	UNT  	at	  	TULN 	 	   	A	 	W	d1     				2022-03-26T18:00:00.000Z
2022-03-26	 2:00pm	  	VALPO	at	  	MILW 	 	   	A	 	W	d1     				2022-03-26T18:00:00.000Z
2022-03-26	 2:00pm	  	CIN  	at	  	XAV  	 	   	A	 	W	d1     				2022-03-26T18:00:00.000Z
2022-03-26	 3:00pm	  	NMSU 	at	  	TARL 	 	   	A	C	W	d1     				2022-03-26T19:00:00.000Z
2022-03-26	 3:30pm	  	MRMK 	at	  	COLG 	 	   	A	C	W	d1     				2022-03-26T19:30:00.000Z
2022-03-26	 4:00pm	  	DRAKE	at	  	CRE  	 	   	A	 	W	d1     				2022-03-26T20:00:00.000Z
2022-03-26	 4:00pm	  	SF   	at	  	SMCC 	 	   	A	C	W	d1     				2022-03-26T20:00:00.000Z
2022-03-26	 5:00pm	  	BOISE	at	  	SDSU 	 	   	A	C	W	d1     				2022-03-26T21:00:00.000Z
2022-03-26	 5:00pm	  	USD  	at	  	GONZ 	 	   	A	C	W	d1     				2022-03-26T21:00:00.000Z
2022-03-26	 5:00pm	  	UCR  	at	  	HAW  	 	   	A	C	W	d1     				2022-03-26T21:00:00.000Z
2022-03-26	 2:00pm	  	TXTYL	at	  	LT   	 	   	A	 	W	d2/d1  				2022-03-26T18:00:00.000Z
2022-03-26	 1:00pm	  	RTNEW	at	  	NW   	 	   	A	C	W	d3/d1  				2022-03-26T17:00:00.000Z
2022-03-27	 1:00pm	 1	TEX  	at	19	OKLA 	 	   	A	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	14	A&M  	at	 4	UGA  	 	   	A	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	11:00am	 6	DUKE 	at	24	MIA  	 	   	A	C	W	d1     				2022-03-27T15:00:00.000Z
2022-03-27	11:00am	 7	UVA  	at	  	ND   	 	   	A	C	W	d1     				2022-03-27T15:00:00.000Z
2022-03-27	11:00am	 8	NCST 	at	  	SYR  	 	   	A	C	W	d1     				2022-03-27T15:00:00.000Z
2022-03-27	 6:00pm	11	BAY  	at	  	OKST 	 	   	A	C	W	d1     				2022-03-27T22:00:00.000Z
2022-03-27	 2:00pm	20	FLA  	at	  	MSST 	 	   	A	C	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 1:00pm	  	MIZZ 	at	25	AUB  	 	   	A	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00am	  	UNT  	at	  	UNO  	 	   	A	 	W	d1     				2022-03-27T05:00:00.000Z
2022-03-27	10:00am	  	ARST 	at	  	APP  	 	   	A	C	W	d1     				2022-03-27T14:00:00.000Z
2022-03-27	10:00am	  	WAKE 	at	  	BC   	 	   	A	C	W	d1     				2022-03-27T14:00:00.000Z
2022-03-27	10:00am	  	ULLAF	at	  	GASO 	 	   	A	C	W	d1     				2022-03-27T14:00:00.000Z
2022-03-27	10:00am	  	KENN 	at	  	STET 	 	   	A	C	W	d1     				2022-03-27T14:00:00.000Z
2022-03-27	10:30am	  	JVST 	at	  	BELL 	 	   	A	C	W	d1     				2022-03-27T14:30:00.000Z
2022-03-27	11:00am	  	LIP  	at	  	LIB  	 	   	A	C	W	d1     				2022-03-27T15:00:00.000Z
2022-03-27	12:00pm	  	W&M  	at	  	VCU  	 	   	A	 	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	DRAKE	at	  	OMAHA	 	   	A	 	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	FGCU 	at	  	UNF  	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	NEB  	at	  	IND  	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	A&MCC	at	  	NWSU 	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	MD   	at	  	NW   	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	IOWA 	at	  	PUR  	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	WVU  	at	  	TTU  	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	MISS 	at	  	SCAR 	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	12:00pm	  	NEV  	at	  	UNM  	 	   	A	C	W	d1     				2022-03-27T16:00:00.000Z
2022-03-27	 1:00pm	  	BOISE	vs	  	UNLV 	 	   	N	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	  	DAY  	at	  	DUQ  	 	   	A	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	  	HOU  	at	  	FIU  	 	   	A	 	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	  	MIAOH	at	  	WMU  	 	   	A	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	  	MEM  	at	  	SAM  	 	   	A	 	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 1:00pm	  	SJSU 	vs	  	WYO  	 	   	N	C	W	d1     				2022-03-27T17:00:00.000Z
2022-03-27	 2:00pm	  	WCU  	at	  	ALA&M	 	   	A	 	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 2:00pm	  	BRAD 	at	  	ILST 	 	   	A	C	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 2:00pm	  	UTAH 	at	  	LOYM 	 	   	A	 	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 2:00pm	  	NIU  	at	  	BUFF 	 	   	A	C	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 2:00pm	  	SIUE 	at	  	SE MO	 	   	A	C	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 2:00pm	  	ARK  	at	  	BAMA 	 	   	A	C	W	d1     				2022-03-27T18:00:00.000Z
2022-03-27	 6:30pm	  	BING 	vs	  	NIU  	 	   	N	 	W	d1     				2022-03-27T22:30:00.000Z
2022-03-28	 2:00pm	 2	PEPP 	at	  	SF   	 	   	A	C	W	d1     				2022-03-28T18:00:00.000Z
2022-03-29	 3:00pm	 2	PEPP 	at	 9	CAL  	 	   	A	 	W	d1     				2022-03-29T19:00:00.000Z
2022-03-29	 1:30pm	  	SDAK 	at	  	CRE  	 	   	A	 	W	d1     				2022-03-29T17:30:00.000Z
2022-03-30	 4:00pm	 4	UGA  	at	12	GT   	 	   	A	 	W	d1     				2022-03-30T20:00:00.000Z
2022-03-30	 7:30pm	  	HAW  	at	17	STAN 	 	   	A	 	W	d1     				2022-03-30T23:30:00.000Z
2022-03-30	10:00am	  	MORG 	at	  	TEM  	 	   	A	 	W	d1     				2022-03-30T14:00:00.000Z
2022-03-30	 1:00pm	  	SLU  	at	  	ILST 	 	   	A	 	W	d1     				2022-03-30T17:00:00.000Z
2022-03-30	 2:00pm	  	MER  	at	  	GASO 	 	   	A	 	W	d1     				2022-03-30T18:00:00.000Z
2022-03-30	 3:00pm	  	MSM  	at	  	GMU  	 	   	A	 	W	d1     				2022-03-30T19:00:00.000Z
2022-03-30	 3:00pm	  	NKU  	at	  	CIN  	 	   	A	 	W	d1     				2022-03-30T19:00:00.000Z
2022-04-01	 5:00pm	 3	UNC  	at	  	WAKE 	 	   	A	C	W	d1     				2022-04-01T21:00:00.000Z
2022-04-01	 3:00pm	 4	UGA  	at	  	MIZZ 	 	   	A	C	W	d1     				2022-04-01T19:00:00.000Z
2022-04-01	 4:30pm	  	WASH 	at	 5	UCLA 	 	   	A	C	W	d1     				2022-04-01T20:30:00.000Z
2022-04-01	 5:00pm	 6	DUKE 	at	 8	NCST 	 	   	A	C	W	d1     				2022-04-01T21:00:00.000Z
2022-04-01	 4:30pm	 9	CAL  	at	  	AZST 	 	   	A	C	W	d1     				2022-04-01T20:30:00.000Z
2022-04-01	 6:00pm	25	AUB  	at	14	A&M  	 	   	A	C	W	d1     				2022-04-01T22:00:00.000Z
2022-04-01	 4:30pm	  	STAN 	at	17	ARIZ 	 	   	A	C	W	d1     				2022-04-01T20:30:00.000Z
2022-04-01	 6:00pm	22	TENN 	at	  	ARK  	 	   	A	C	W	d1     				2022-04-01T22:00:00.000Z
2022-04-01	 1:00am	  	SFU  	at	  	SFC  	 	   	A	C	W	d1     				2022-04-01T05:00:00.000Z
2022-04-01	 1:00am	  	SE MO	at	  	UTM  	 	   	A	C	W	d1     				2022-04-01T05:00:00.000Z
2022-04-01	10:00am	  	ULM  	at	  	CCAR 	 	   	A	C	W	d1     				2022-04-01T14:00:00.000Z
2022-04-01	10:00am	  	STET 	at	  	LIP  	 	   	A	C	W	d1     				2022-04-01T14:00:00.000Z
2022-04-01	11:00am	  	ULLAF	at	  	APP  	 	   	A	C	W	d1     				2022-04-01T15:00:00.000Z
2022-04-01	11:00am	  	DIX  	vs	  	NMSU 	 	   	N	C	W	d1     				2022-04-01T15:00:00.000Z
2022-04-01	12:00pm	  	MURR 	at	  	BEL  	 	   	A	C	W	d1     				2022-04-01T16:00:00.000Z
2022-04-01	12:00pm	  	RICE 	at	  	USF  	 	   	A	 	W	d1     				2022-04-01T16:00:00.000Z
2022-04-01	 1:00pm	  	BELL 	at	  	UCA  	 	   	A	C	W	d1     				2022-04-01T17:00:00.000Z
2022-04-01	 1:00pm	  	SDSU 	vs	  	SJSU 	 	   	N	C	W	d1     				2022-04-01T17:00:00.000Z
2022-04-01	 2:00pm	  	BOISE	at	  	NEV  	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	COPP 	at	  	HOW  	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	VCU  	at	  	GW   	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	GONZ 	at	  	SF   	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	MIAOH	at	  	NIU  	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	WCU  	at	  	SAM  	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	UND  	at	  	SDAK 	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 2:00pm	  	HOU  	at	  	WICH 	 	   	A	C	W	d1     				2022-04-01T18:00:00.000Z
2022-04-01	 3:00pm	  	LIB  	at	  	UNA  	 	   	A	C	W	d1     				2022-04-01T19:00:00.000Z
2022-04-01	 3:00pm	  	USM  	at	  	LT   	 	   	A	C	W	d1     				2022-04-01T19:00:00.000Z
2022-04-01	 3:00pm	  	HAW  	at	  	UCSB 	 	   	A	C	W	d1     				2022-04-01T19:00:00.000Z
2022-04-01	 3:30pm	  	ORE  	at	  	UTAH 	 	   	A	C	W	d1     				2022-04-01T19:30:00.000Z
2022-04-01	 4:00pm	  	ND   	at	  	BC   	 	   	A	C	W	d1     				2022-04-01T20:00:00.000Z
2022-04-01	 4:00pm	  	MD   	at	  	WIS  	 	   	A	C	W	d1     				2022-04-01T20:00:00.000Z
2022-04-01	 4:00pm	  	ILL  	at	  	IOWA 	 	   	A	C	W	d1     				2022-04-01T20:00:00.000Z
2022-04-01	 4:30pm	  	MTSU 	at	  	MRSH 	 	   	A	C	W	d1     				2022-04-01T20:30:00.000Z
2022-04-01	 5:00pm	  	WVU  	at	  	KAN  	 	   	A	C	W	d1     				2022-04-01T21:00:00.000Z
2022-04-01	 6:00pm	  	CRE  	at	  	MARQ 	 	   	A	C	W	d1     				2022-04-01T22:00:00.000Z
2022-04-01	 6:00pm	  	NW   	at	  	NEB  	 	   	A	C	W	d1     				2022-04-01T22:00:00.000Z
2022-04-01	 6:00pm	  	OKST 	at	  	TTU  	 	   	A	C	W	d1     				2022-04-01T22:00:00.000Z
2022-04-02	 3:00pm	  	WAST 	at	 5	UCLA 	 	   	A	C	W	d1     				2022-04-02T19:00:00.000Z
2022-04-02	12:00pm	 7	UVA  	at	  	VT   	 	   	A	C	W	d1     				2022-04-02T16:00:00.000Z
2022-04-02	 3:00pm	 9	CAL  	at	  	ARIZ 	 	   	A	C	W	d1     				2022-04-02T19:00:00.000Z
2022-04-02	 1:00pm	  	TULN 	at	15	FSU  	 	   	A	 	W	d1     				2022-04-02T17:00:00.000Z
2022-04-02	 3:00pm	  	STAN 	at	17	AZST 	 	   	A	C	W	d1     				2022-04-02T19:00:00.000Z
2022-04-02	 1:00pm	  	PENN 	at	23	PRIN 	 	   	A	C	W	d1     				2022-04-02T17:00:00.000Z
2022-04-02	 1:00am	  	SFU  	at	  	WAG  	 	   	A	C	W	d1     				2022-04-02T05:00:00.000Z
2022-04-02	 2:00am	  	MURR 	at	  	TNST 	 	   	A	C	W	d1     				2022-04-02T06:00:00.000Z
2022-04-02	 2:00am	  	SFA  	vs	  	UTRGV	 	   	N	C	W	d1     				2022-04-02T06:00:00.000Z
2022-04-02	10:00am	  	BING 	at	  	TEM  	 	   	A	 	W	d1     				2022-04-02T14:00:00.000Z
2022-04-02	10:00am	  	GASO 	at	  	UTA  	 	   	A	C	W	d1     				2022-04-02T14:00:00.000Z
2022-04-02	10:00am	  	CIN  	vs	  	MTSU 	 	   	N	 	W	d1     				2022-04-02T14:00:00.000Z
2022-04-02	11:00am	  	JKST 	at	  	ALA&M	 	   	A	C	W	d1     				2022-04-02T15:00:00.000Z
2022-04-02	11:00am	  	DIX  	vs	  	GCU  	 	   	N	C	W	d1     				2022-04-02T15:00:00.000Z
2022-04-02	11:00am	  	RICH 	vs	  	URI  	 	   	N	C	W	d1     				2022-04-02T15:00:00.000Z
2022-04-02	12:00pm	  	DRAKE	at	  	VALPO	 	   	A	C	W	d1     				2022-04-02T16:00:00.000Z
2022-04-02	12:00pm	  	FIU  	vs	  	RICE 	 	   	N	C	W	d1     				2022-04-02T16:00:00.000Z
2022-04-02	12:00pm	  	USTMN	at	  	OMAHA	 	   	A	C	W	d1     				2022-04-02T16:00:00.000Z
2022-04-02	12:00pm	  	UNM  	at	  	WYO  	 	   	A	C	W	d1     				2022-04-02T16:00:00.000Z
2022-04-02	 1:00pm	  	NKU  	at	  	UIC  	 	   	A	C	W	d1     				2022-04-02T17:00:00.000Z
2022-04-02	 1:00pm	  	SJSU 	vs	  	UNLV 	 	   	N	C	W	d1     				2022-04-02T17:00:00.000Z
2022-04-02	 1:00pm	  	UAB  	at	  	USM  	 	   	A	C	W	d1     				2022-04-02T17:00:00.000Z
2022-04-02	 1:30pm	  	CSLB 	at	  	UCSB 	 	   	A	C	W	d1     				2022-04-02T17:30:00.000Z
2022-04-02	 2:00pm	  	BOISE	vs	  	USU  	 	   	N	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	UCR  	at	  	CSUN 	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	HARV 	at	  	DART 	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	GONZ 	at	  	SCLAR	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	MORG 	at	  	HOW  	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	IUPUI	at	  	MILW 	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:00pm	  	SHSU 	at	  	TARL 	 	   	A	C	W	d1     				2022-04-02T18:00:00.000Z
2022-04-02	 2:30pm	  	W ILL	at	  	DEN  	 	   	A	C	W	d1     				2022-04-02T18:30:00.000Z
2022-04-02	 4:00pm	  	DAV  	at	  	GW   	 	   	A	C	W	d1     				2022-04-02T20:00:00.000Z
2022-04-02	 4:45pm	  	CRE  	at	  	DEP  	 	   	A	C	W	d1     				2022-04-02T20:45:00.000Z
2022-04-02	 5:00pm	  	PORT 	at	  	SF   	 	   	A	C	W	d1     				2022-04-02T21:00:00.000Z
2022-04-02	 4:00pm	  	MERCY	at	  	DUQ  	 	   	A	 	W	d2/d1  				2022-04-02T20:00:00.000Z
2022-04-03	 2:00pm	 3	UNC  	at	 8	NCST 	 	   	A	C	W	d1     				2022-04-03T18:00:00.000Z
2022-04-03	 2:00pm	 4	UGA  	at	  	ARK  	 	   	A	C	W	d1     				2022-04-03T18:00:00.000Z
2022-04-03	12:00pm	 6	DUKE 	at	  	WAKE 	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	 1:00pm	  	BAMA 	at	14	A&M  	 	   	A	C	W	d1     				2022-04-03T17:00:00.000Z
2022-04-03	 1:00pm	22	TENN 	at	  	MIZZ 	 	   	A	C	W	d1     				2022-04-03T17:00:00.000Z
2022-04-03	 2:00am	  	UTRGV	at	  	TARL 	 	   	A	C	W	d1     				2022-04-03T06:00:00.000Z
2022-04-03	10:00am	  	ULM  	at	  	APP  	 	   	A	C	W	d1     				2022-04-03T14:00:00.000Z
2022-04-03	10:00am	  	ULLAF	at	  	CCAR 	 	   	A	C	W	d1     				2022-04-03T14:00:00.000Z
2022-04-03	10:00am	  	DAV  	at	  	GMU  	 	   	A	C	W	d1     				2022-04-03T14:00:00.000Z
2022-04-03	10:00am	  	GASO 	at	  	TX ST	 	   	A	C	W	d1     				2022-04-03T14:00:00.000Z
2022-04-03	10:00am	  	CIN  	at	  	MRSH 	 	   	A	 	W	d1     				2022-04-03T14:00:00.000Z
2022-04-03	10:30am	  	URI  	at	  	JOES 	 	   	A	C	W	d1     				2022-04-03T14:30:00.000Z
2022-04-03	11:00am	  	MOST 	at	  	ILST 	 	   	A	C	W	d1     				2022-04-03T15:00:00.000Z
2022-04-03	11:00am	  	UAB  	at	  	LT   	 	   	A	C	W	d1     				2022-04-03T15:00:00.000Z
2022-04-03	11:00am	  	PVA&M	at	  	UTSA 	 	   	A	 	W	d1     				2022-04-03T15:00:00.000Z
2022-04-03	11:00am	  	ND   	at	  	SYR  	 	   	A	C	W	d1     				2022-04-03T15:00:00.000Z
2022-04-03	11:00am	  	N IA 	at	  	VALPO	 	   	A	C	W	d1     				2022-04-03T15:00:00.000Z
2022-04-03	12:00pm	  	CSU  	vs	  	UNM  	 	   	N	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	SAM  	at	  	ETSU 	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	KENN 	at	  	FGCU 	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	FIU  	at	  	USF  	 	   	A	 	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	LIB  	at	  	UCA  	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	NWSU 	at	  	MCN T	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	NW   	at	  	IOWA 	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	HOU  	at	  	UNT  	 	   	A	 	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	ILL  	at	  	NEB  	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	MINN 	at	  	MD   	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	12:00pm	  	WVU  	at	  	KSU  	 	   	A	C	W	d1     				2022-04-03T16:00:00.000Z
2022-04-03	 1:00pm	  	NIU  	at	  	BALL 	 	   	A	C	W	d1     				2022-04-03T17:00:00.000Z
2022-04-03	 1:00pm	  	EMICH	at	  	MIAOH	 	   	A	C	W	d1     				2022-04-03T17:00:00.000Z
2022-04-03	 1:00pm	  	STET 	at	  	JVST 	 	   	A	C	W	d1     				2022-04-03T17:00:00.000Z
2022-04-03	 2:00pm	  	MSST 	at	  	MISS 	 	   	A	C	W	d1     				2022-04-03T18:00:00.000Z
2022-04-03	 2:00pm	  	NKU  	at	  	MILW 	 	   	A	C	W	d1     				2022-04-03T18:00:00.000Z
2022-04-03	 2:00pm	  	OKST 	at	  	TCU  	 	   	A	C	W	d1     				2022-04-03T18:00:00.000Z
2022-04-03	 3:00pm	  	ABCHR	vs	  	SHSU 	 	   	N	C	W	d1     				2022-04-03T19:00:00.000Z
2022-04-03	 3:00pm	  	BELL 	at	  	UNA  	 	   	A	C	W	d1     				2022-04-03T19:00:00.000Z
2022-04-03	 3:00pm	  	PVA&M	at	  	UTSA 	 	   	A	 	W	d1     				2022-04-03T19:00:00.000Z
2022-04-03	 3:30pm	  	MRMK 	at	  	LIPST	 	   	A	C	W	d1     				2022-04-03T19:30:00.000Z
2022-04-03	 4:00pm	  	SFU  	at	  	SHU  	 	   	A	C	W	d1     				2022-04-03T20:00:00.000Z
2022-04-03	 6:00pm	  	HAW  	at	  	CPOLY	 	   	A	C	W	d1     				2022-04-03T22:00:00.000Z
2022-04-05	 7:00pm	  	HAW  	at	18	USC  	 	   	A	 	W	d1     				2022-04-05T23:00:00.000Z
2022-04-06	 4:30pm	 2	PEPP 	at	 5	UCLA 	 	   	A	 	W	d1     				2022-04-06T20:30:00.000Z
2022-04-06	 1:00am	  	UNT  	at	  	UTA  	 	   	A	 	W	d1     				2022-04-06T05:00:00.000Z
2022-04-06	 2:30pm	  	BRY  	at	  	URI  	 	   	A	 	W	d1     				2022-04-06T18:30:00.000Z
2022-04-07	 1:01pm	  	MIAOH	at	  	TOL  	 	   	A	C	W	d1     				2022-04-07T17:01:00.000Z
2022-04-07	 3:00pm	  	SF   	at	  	BYU  	 	   	A	C	W	d1     				2022-04-07T19:00:00.000Z
2022-04-08	 5:00pm	 2	PEPP 	at	  	GONZ 	 	   	A	C	W	d1     				2022-04-08T21:00:00.000Z
2022-04-08	 4:00pm	  	UK   	at	 4	UGA  	 	   	A	C	W	d1     				2022-04-08T20:00:00.000Z
2022-04-08	 4:30pm	  	ORE  	at	 5	UCLA 	 	   	A	C	W	d1     				2022-04-08T20:30:00.000Z
2022-04-08	 6:00pm	12	GT   	at	 6	DUKE 	 	   	A	C	W	d1     				2022-04-08T22:00:00.000Z
2022-04-08	 4:00pm	  	WAKE 	at	 7	UVA  	 	   	A	C	W	d1     				2022-04-08T20:00:00.000Z
2022-04-08	 1:00am	 8	NCST 	at	  	VT   	 	   	A	C	W	d1     				2022-04-08T05:00:00.000Z
2022-04-08	 4:30pm	 9	CAL  	at	  	WAST 	 	   	A	C	W	d1     				2022-04-08T20:30:00.000Z
2022-04-08	 5:00pm	  	NW   	at	10	OSU  	 	   	A	C	W	d1     				2022-04-08T21:00:00.000Z
2022-04-08	 1:00pm	14	A&M  	at	21	LSU  	 	   	A	C	W	d1     				2022-04-08T17:00:00.000Z
2022-04-08	 4:30pm	  	STAN 	at	17	WASH 	 	   	A	C	W	d1     				2022-04-08T20:30:00.000Z
2022-04-08	 5:00pm	19	OKLA 	at	  	ISU  	 	   	A	C	W	d1     				2022-04-08T21:00:00.000Z
2022-04-08	 3:30pm	24	MIA  	at	  	ND   	 	   	A	C	W	d1     				2022-04-08T19:30:00.000Z
2022-04-08	 5:00pm	25	AUB  	at	  	SCAR 	 	   	A	C	W	d1     				2022-04-08T21:00:00.000Z
2022-04-08	 1:00am	  	SE MO	at	  	TNST 	 	   	A	C	W	d1     				2022-04-08T05:00:00.000Z
2022-04-08	 2:00am	  	SIUE 	at	  	PEAY 	 	   	A	C	W	d1     				2022-04-08T06:00:00.000Z
2022-04-08	10:00am	  	FLA&M	at	  	GASO 	 	   	A	 	W	d1     				2022-04-08T14:00:00.000Z
2022-04-08	10:00am	  	UCA  	at	  	STET 	 	   	A	C	W	d1     				2022-04-08T14:00:00.000Z
2022-04-08	11:00am	  	LIB  	at	  	BELL 	 	   	A	C	W	d1     				2022-04-08T15:00:00.000Z
2022-04-08	11:00am	  	DREX 	at	  	TEM  	 	   	A	 	W	d1     				2022-04-08T15:00:00.000Z
2022-04-08	 1:00pm	  	EIU  	at	  	MURR 	 	   	A	C	W	d1     				2022-04-08T17:00:00.000Z
2022-04-08	 1:00pm	  	VCU  	at	  	ODU  	 	   	A	 	W	d1     				2022-04-08T17:00:00.000Z
2022-04-08	 1:00pm	  	CIN  	at	  	MEM  	 	   	A	C	W	d1     				2022-04-08T17:00:00.000Z
2022-04-08	 1:30pm	  	DUQ  	at	  	JOES 	 	   	A	C	W	d1     				2022-04-08T17:30:00.000Z
2022-04-08	 2:00pm	  	UCR  	at	  	CPOLY	 	   	A	C	W	d1     				2022-04-08T18:00:00.000Z
2022-04-08	 2:00pm	  	EMICH	at	  	NIU  	 	   	A	C	W	d1     				2022-04-08T18:00:00.000Z
2022-04-08	 2:00pm	  	NMSU 	at	  	UTSA 	 	   	A	 	W	d1     				2022-04-08T18:00:00.000Z
2022-04-08	 3:00pm	  	FRES 	at	  	SJSU 	 	   	A	C	W	d1     				2022-04-08T19:00:00.000Z
2022-04-08	 3:00pm	  	GMU  	at	  	LOY  	 	   	A	 	W	d1     				2022-04-08T19:00:00.000Z
2022-04-08	 3:30pm	  	ARIZ 	at	  	UTAH 	 	   	A	C	W	d1     				2022-04-08T19:30:00.000Z
2022-04-08	 4:00pm	  	ARK  	at	  	MSST 	 	   	A	C	W	d1     				2022-04-08T20:00:00.000Z
2022-04-08	 4:00pm	  	OKST 	at	  	WVU  	 	   	A	C	W	d1     				2022-04-08T20:00:00.000Z
2022-04-08	 5:00pm	  	LIP  	at	  	FGCU 	 	   	A	C	W	d1     				2022-04-08T21:00:00.000Z
2022-04-08	 5:30pm	  	IOWA 	at	  	MD   	 	   	A	C	W	d1     				2022-04-08T21:30:00.000Z
2022-04-08	 6:00pm	  	MIZZ 	at	  	MISS 	 	   	A	C	W	d1     				2022-04-08T22:00:00.000Z
2022-04-08	 2:00pm	  	MIDLN	at	  	CRE  	 	   	A	 	W	naia/d1				2022-04-08T18:00:00.000Z
2022-04-09	 3:00pm	 9	CAL  	at	  	WASH 	 	   	A	C	W	d1     				2022-04-09T19:00:00.000Z
2022-04-09	12:00pm	23	PRIN 	at	  	YALE 	 	   	A	C	W	d1     				2022-04-09T16:00:00.000Z
2022-04-09	 1:00am	  	SE MO	at	  	BEL  	 	   	A	C	W	d1     				2022-04-09T05:00:00.000Z
2022-04-09	 1:00am	  	HOW  	at	  	NAVY 	 	   	A	 	W	d1     				2022-04-09T05:00:00.000Z
